Previous Scores,Hours Studied,Sample Question Papers Practiced,Sleep Hours,Performance_bin,Extracurricular Activities,Previous Scores_scaled
58,9,1,9,5,0,3.0508474576271185
45,5,5,6,3,1,0.847457627118644
83,8,1,4,7,0,7.288135593220339
99,7,1,4,9,0,10.0
78,8,7,8,7,0,6.440677966101695
87,7,4,9,8,0,7.966101694915254
60,2,7,5,4,0,3.389830508474576
96,7,1,9,9,0,9.491525423728813
61,3,6,9,4,1,3.559322033898305
81,3,8,5,6,0,6.9491525423728815
49,2,7,6,2,1,1.5254237288135593
49,4,8,4,3,0,1.5254237288135593
91,8,7,6,9,1,8.64406779661017
68,1,3,8,4,0,4.745762711864407
55,1,9,7,3,0,2.542372881355932
40,5,6,8,2,1,0.0
56,5,8,7,4,0,2.711864406779661
69,1,8,4,4,0,4.915254237288136
65,6,3,4,5,0,4.237288135593221
92,1,6,9,7,0,8.813559322033898
85,5,5,4,7,0,7.627118644067797
58,9,2,5,6,1,3.0508474576271185
92,5,9,5,8,0,8.813559322033898
60,6,5,7,5,1,3.389830508474576
56,8,7,6,5,1,2.711864406779661
85,1,1,9,6,1,7.627118644067797
79,2,2,6,6,1,6.610169491525424
60,9,7,7,6,1,3.389830508474576
92,3,3,5,7,1,8.813559322033898
80,6,3,8,7,1,6.779661016949152
79,5,1,9,7,1,6.610169491525424
84,2,9,7,6,0,7.4576271186440675
88,7,0,6,8,1,8.135593220338983
58,4,6,7,4,0,3.0508474576271185
99,1,3,7,8,1,10.0
46,4,5,4,2,1,1.0169491525423728
56,6,7,5,5,0,2.711864406779661
40,7,6,9,3,1,0.0
76,7,6,4,6,0,6.101694915254237
96,7,5,5,9,1,9.491525423728813
45,3,3,7,2,0,0.847457627118644
65,6,3,5,5,0,4.237288135593221
41,8,8,6,3,1,0.1694915254237288
98,4,4,9,9,1,9.830508474576272
71,8,8,4,7,1,5.254237288135593
96,2,8,9,8,1,9.491525423728813
87,9,3,7,9,0,7.966101694915254
93,9,1,6,9,0,8.983050847457626
44,8,1,5,3,0,0.6779661016949152
76,1,8,5,5,0,6.101694915254237
70,2,8,6,5,0,5.084745762711864
51,6,2,5,4,0,1.8644067796610169
74,5,4,4,6,0,5.762711864406779
69,9,4,8,6,1,4.915254237288136
87,5,1,5,7,1,7.966101694915254
45,2,1,7,1,1,0.847457627118644
54,4,9,5,4,1,2.3728813559322033
54,9,0,9,5,1,2.3728813559322033
55,1,1,7,2,1,2.542372881355932
59,1,6,5,3,1,3.2203389830508473
52,7,0,5,4,1,2.0338983050847457
83,3,0,7,6,0,7.288135593220339
81,2,8,4,6,1,6.9491525423728815
85,9,1,8,9,1,7.627118644067797
70,3,3,8,5,1,5.084745762711864
73,2,2,4,5,0,5.593220338983051
68,8,3,5,6,1,4.745762711864407
42,6,6,8,3,0,0.3389830508474576
48,6,9,4,3,0,1.3559322033898304
50,7,1,4,4,1,1.694915254237288
50,7,1,8,4,0,1.694915254237288
64,6,8,7,5,1,4.067796610169491
61,4,5,6,4,1,3.559322033898305
81,9,6,7,8,1,6.9491525423728815
97,6,4,5,9,0,9.661016949152541
85,4,4,7,6,1,7.627118644067797
48,3,3,9,2,1,1.3559322033898304
59,4,7,6,4,1,3.2203389830508473
98,3,6,6,8,0,9.830508474576272
60,2,9,4,3,0,3.389830508474576
49,5,1,9,4,0,1.5254237288135593
61,2,1,5,4,0,3.559322033898305
68,6,5,4,5,1,4.745762711864407
48,3,0,7,2,1,1.3559322033898304
44,6,6,7,3,0,0.6779661016949152
79,9,7,8,8,1,6.610169491525424
50,1,9,4,2,0,1.694915254237288
40,6,7,9,3,1,0.0
92,9,2,4,9,1,8.813559322033898
81,4,6,4,7,0,6.9491525423728815
40,2,0,4,1,0,0.0
97,4,2,6,8,1,9.661016949152541
93,1,5,8,7,0,8.983050847457626
78,3,8,5,6,1,6.440677966101695
99,9,4,5,10,1,10.0
85,5,4,5,7,1,7.627118644067797
44,6,8,6,3,1,0.6779661016949152
88,3,8,8,7,0,8.135593220338983
61,5,5,9,5,1,3.559322033898305
65,8,4,8,6,1,4.237288135593221
92,6,9,6,9,1,8.813559322033898
45,4,1,9,2,0,0.847457627118644
71,2,7,4,5,1,5.254237288135593
87,9,7,7,9,0,7.966101694915254
50,1,6,4,2,0,1.694915254237288
49,1,7,5,2,0,1.5254237288135593
86,4,2,4,6,0,7.796610169491525
78,7,2,6,7,0,6.440677966101695
94,1,1,5,7,0,9.152542372881356
73,9,0,7,7,0,5.593220338983051
70,4,2,9,5,1,5.084745762711864
51,3,2,9,3,1,1.8644067796610169
90,1,6,5,7,0,8.474576271186441
83,4,9,4,7,0,7.288135593220339
55,9,8,8,5,0,2.542372881355932
77,6,0,8,7,1,6.271186440677966
42,6,7,9,3,0,0.3389830508474576
41,1,0,8,1,1,0.1694915254237288
91,2,2,5,7,1,8.64406779661017
44,6,3,8,3,0,0.6779661016949152
50,2,7,6,2,1,1.694915254237288
97,3,0,9,8,0,9.661016949152541
64,4,1,7,4,0,4.067796610169491
74,5,4,8,6,0,5.762711864406779
74,9,5,6,7,1,5.762711864406779
61,4,4,6,4,0,3.559322033898305
76,9,2,5,8,1,6.101694915254237
61,3,9,9,4,0,3.559322033898305
94,8,6,5,9,0,9.152542372881356
50,1,0,7,2,0,1.694915254237288
71,9,1,7,7,0,5.254237288135593
74,9,8,4,7,0,5.762711864406779
70,2,3,7,5,1,5.084745762711864
84,4,7,9,6,0,7.4576271186440675
92,8,8,9,9,0,8.813559322033898
47,7,6,5,4,0,1.1864406779661016
59,1,0,6,3,1,3.2203389830508473
81,5,4,4,7,0,6.9491525423728815
73,7,5,7,7,0,5.593220338983051
43,4,7,6,2,0,0.5084745762711864
57,1,9,5,3,0,2.8813559322033897
90,9,7,8,9,1,8.474576271186441
43,5,8,4,3,0,0.5084745762711864
59,2,8,9,3,1,3.2203389830508473
97,8,3,6,9,1,9.661016949152541
48,2,5,5,2,1,1.3559322033898304
55,3,2,5,3,1,2.542372881355932
65,1,0,4,3,0,4.237288135593221
77,2,5,4,5,0,6.271186440677966
64,7,0,7,6,1,4.067796610169491
43,2,8,7,2,1,0.5084745762711864
80,6,5,9,7,1,6.779661016949152
98,3,0,9,8,0,9.830508474576272
84,4,2,4,7,1,7.4576271186440675
80,8,0,4,7,1,6.779661016949152
77,3,1,6,5,1,6.271186440677966
92,6,5,7,8,1,8.813559322033898
58,1,6,5,3,1,3.0508474576271185
53,7,0,7,4,0,2.2033898305084745
60,8,9,7,5,1,3.389830508474576
54,8,4,4,4,0,2.3728813559322033
42,3,5,4,2,0,0.3389830508474576
76,1,3,7,5,0,6.101694915254237
92,9,5,8,9,0,8.813559322033898
89,6,4,8,8,0,8.305084745762711
85,9,6,9,9,1,7.627118644067797
55,7,3,7,5,0,2.542372881355932
53,1,0,8,2,0,2.2033898305084745
48,1,1,9,2,1,1.3559322033898304
86,6,5,9,8,0,7.796610169491525
46,5,9,7,3,1,1.0169491525423728
53,9,1,9,5,1,2.2033898305084745
45,2,4,4,2,1,0.847457627118644
60,8,3,4,6,1,3.389830508474576
54,5,6,4,4,1,2.3728813559322033
91,2,3,5,7,0,8.64406779661017
47,6,6,4,3,1,1.1864406779661016
73,8,7,4,7,1,5.593220338983051
79,4,6,7,7,0,6.610169491525424
40,2,1,8,1,0,0.0
71,5,0,8,6,0,5.254237288135593
97,2,4,4,7,0,9.661016949152541
88,2,6,4,6,1,8.135593220338983
90,6,0,4,8,0,8.474576271186441
44,9,7,9,4,1,0.6779661016949152
69,4,2,7,5,0,4.915254237288136
61,6,6,7,5,0,3.559322033898305
59,7,2,7,5,0,3.2203389830508473
55,6,3,8,4,0,2.542372881355932
46,8,7,5,4,0,1.0169491525423728
46,4,1,8,3,1,1.0169491525423728
89,1,5,7,6,1,8.305084745762711
89,7,9,6,8,1,8.305084745762711
41,3,8,5,2,0,0.1694915254237288
86,6,9,4,7,1,7.796610169491525
53,2,8,9,3,0,2.2033898305084745
70,9,4,8,7,0,5.084745762711864
89,1,2,9,7,1,8.305084745762711
80,6,5,5,7,1,6.779661016949152
53,6,8,6,4,0,2.2033898305084745
44,5,5,5,3,0,0.6779661016949152
50,5,3,8,4,1,1.694915254237288
79,1,4,7,5,0,6.610169491525424
44,5,6,4,2,1,0.6779661016949152
68,2,9,7,4,1,4.745762711864407
50,7,2,7,4,0,1.694915254237288
44,3,8,8,2,0,0.6779661016949152
88,4,0,7,7,0,8.135593220338983
93,3,7,7,8,0,8.983050847457626
71,3,4,8,5,1,5.254237288135593
75,4,9,8,6,0,5.932203389830509
54,5,8,6,4,1,2.3728813559322033
58,1,1,7,3,1,3.0508474576271185
61,4,0,5,4,0,3.559322033898305
73,8,9,4,7,1,5.593220338983051
95,7,6,9,9,0,9.322033898305085
56,9,9,4,5,0,2.711864406779661
51,5,8,8,4,1,1.8644067796610169
64,4,4,9,4,1,4.067796610169491
95,8,3,8,9,1,9.322033898305085
56,9,3,6,5,0,2.711864406779661
49,7,7,7,4,0,1.5254237288135593
67,7,0,8,6,1,4.576271186440678
96,5,0,8,8,0,9.491525423728813
57,4,7,4,4,0,2.8813559322033897
90,1,1,7,6,1,8.474576271186441
57,7,9,6,5,0,2.8813559322033897
84,1,5,8,6,1,7.4576271186440675
71,1,1,8,4,1,5.254237288135593
53,5,4,8,4,1,2.2033898305084745
95,9,2,4,9,0,9.322033898305085
55,6,6,8,4,1,2.542372881355932
89,3,8,8,7,1,8.305084745762711
97,3,1,4,8,1,9.661016949152541
57,7,6,8,5,1,2.8813559322033897
55,6,7,7,4,0,2.542372881355932
46,6,7,4,3,0,1.0169491525423728
51,5,6,7,3,1,1.8644067796610169
73,7,3,9,6,0,5.593220338983051
49,1,3,9,2,0,1.5254237288135593
44,7,9,9,3,0,0.6779661016949152
60,3,8,6,4,0,3.389830508474576
42,9,9,8,4,1,0.3389830508474576
58,6,8,6,4,1,3.0508474576271185
84,9,4,7,8,0,7.4576271186440675
83,5,6,4,7,0,7.288135593220339
74,7,6,9,7,0,5.762711864406779
45,4,8,4,2,1,0.847457627118644
53,7,6,6,4,0,2.2033898305084745
43,1,7,7,2,0,0.5084745762711864
84,7,6,8,8,1,7.4576271186440675
90,8,3,7,9,1,8.474576271186441
57,5,1,9,4,1,2.8813559322033897
68,2,2,7,4,1,4.745762711864407
74,5,6,4,6,1,5.762711864406779
91,6,8,5,8,1,8.64406779661017
77,2,1,9,5,0,6.271186440677966
55,6,6,8,4,0,2.542372881355932
59,6,3,9,5,1,3.2203389830508473
63,1,6,9,4,0,3.8983050847457625
74,1,4,8,5,1,5.762711864406779
83,3,6,9,6,0,7.288135593220339
90,3,5,4,6,1,8.474576271186441
58,4,1,7,4,1,3.0508474576271185
95,2,6,4,7,0,9.322033898305085
43,9,4,7,4,0,0.5084745762711864
72,7,8,5,6,1,5.423728813559322
41,7,0,9,3,1,0.1694915254237288
52,6,0,5,3,1,2.0338983050847457
97,3,1,6,8,1,9.661016949152541
84,6,7,7,7,1,7.4576271186440675
69,8,8,4,6,1,4.915254237288136
73,8,6,4,6,0,5.593220338983051
69,9,0,9,7,0,4.915254237288136
90,1,6,4,6,0,8.474576271186441
93,1,7,6,7,0,8.983050847457626
63,3,6,8,4,0,3.8983050847457625
87,3,4,4,7,1,7.966101694915254
83,8,6,9,8,1,7.288135593220339
72,1,9,5,4,0,5.423728813559322
80,2,1,4,6,1,6.779661016949152
88,2,8,4,7,0,8.135593220338983
49,3,1,4,3,0,1.5254237288135593
57,6,1,9,4,1,2.8813559322033897
58,1,4,8,3,1,3.0508474576271185
46,2,7,4,2,0,1.0169491525423728
96,1,5,8,7,0,9.491525423728813
58,5,8,8,5,0,3.0508474576271185
63,7,5,6,5,0,3.8983050847457625
54,8,4,5,5,1,2.3728813559322033
80,1,0,4,5,0,6.779661016949152
81,7,7,4,8,1,6.9491525423728815
62,5,2,4,5,0,3.7288135593220337
91,1,1,8,7,0,8.64406779661017
91,3,6,7,7,1,8.64406779661017
43,7,1,5,3,1,0.5084745762711864
77,1,0,9,5,1,6.271186440677966
43,7,1,4,3,1,0.5084745762711864
44,5,5,7,3,1,0.6779661016949152
80,1,1,7,6,0,6.779661016949152
83,1,0,7,5,0,7.288135593220339
62,1,0,5,3,0,3.7288135593220337
79,9,3,7,8,1,6.610169491525424
92,3,7,9,8,1,8.813559322033898
76,5,5,4,6,1,6.101694915254237
50,9,3,9,5,0,1.694915254237288
94,6,5,4,8,1,9.152542372881356
50,9,5,6,4,0,1.694915254237288
52,8,8,8,5,0,2.0338983050847457
53,8,3,7,5,0,2.2033898305084745
99,1,5,9,8,1,10.0
47,9,9,8,5,0,1.1864406779661016
64,6,0,8,5,0,4.067796610169491
57,9,6,8,5,0,2.8813559322033897
90,3,6,8,7,1,8.474576271186441
83,3,0,8,6,0,7.288135593220339
83,6,7,4,7,1,7.288135593220339
57,9,4,5,6,1,2.8813559322033897
49,7,8,7,3,0,1.5254237288135593
46,3,7,7,2,0,1.0169491525423728
99,3,2,4,8,1,10.0
89,2,0,9,6,0,8.305084745762711
83,9,2,4,8,1,7.288135593220339
53,3,1,8,3,1,2.2033898305084745
54,5,1,5,3,1,2.3728813559322033
55,9,3,7,5,0,2.542372881355932
41,8,1,9,3,1,0.1694915254237288
69,2,7,6,4,1,4.915254237288136
69,3,4,4,5,0,4.915254237288136
57,2,0,6,3,0,2.8813559322033897
70,8,5,7,7,1,5.084745762711864
83,6,6,4,7,1,7.288135593220339
87,6,0,7,8,1,7.966101694915254
52,9,2,4,5,0,2.0338983050847457
59,8,8,9,5,1,3.2203389830508473
88,4,6,7,7,1,8.135593220338983
89,4,3,6,7,0,8.305084745762711
74,9,5,5,7,0,5.762711864406779
62,1,5,9,4,1,3.7288135593220337
81,2,2,9,6,0,6.9491525423728815
72,2,1,4,5,1,5.423728813559322
77,6,4,6,7,1,6.271186440677966
74,4,7,7,6,0,5.762711864406779
90,3,2,6,7,1,8.474576271186441
75,3,4,9,6,1,5.932203389830509
59,3,2,4,3,0,3.2203389830508473
94,6,6,6,9,1,9.152542372881356
42,8,5,7,3,0,0.3389830508474576
47,7,5,8,4,1,1.1864406779661016
79,4,0,9,6,0,6.610169491525424
98,4,1,5,8,0,9.830508474576272
71,2,5,5,4,0,5.254237288135593
68,1,7,9,5,0,4.745762711864407
46,9,4,8,4,0,1.0169491525423728
41,2,1,4,1,0,0.1694915254237288
60,8,4,6,5,1,3.389830508474576
45,9,8,6,4,1,0.847457627118644
67,4,5,8,5,0,4.576271186440678
87,8,4,8,8,1,7.966101694915254
81,9,9,7,8,0,6.9491525423728815
75,5,5,7,6,0,5.932203389830509
71,7,8,5,6,1,5.254237288135593
84,4,6,4,7,0,7.4576271186440675
81,1,9,4,5,1,6.9491525423728815
92,3,2,8,7,0,8.813559322033898
85,5,9,5,7,0,7.627118644067797
48,3,9,5,2,1,1.3559322033898304
50,7,4,7,4,0,1.694915254237288
62,9,3,6,5,0,3.7288135593220337
89,6,4,4,8,0,8.305084745762711
50,1,7,5,2,1,1.694915254237288
88,7,5,7,8,1,8.135593220338983
42,5,4,7,3,1,0.3389830508474576
50,4,6,6,3,1,1.694915254237288
89,5,7,5,8,0,8.305084745762711
98,5,4,8,9,1,9.830508474576272
74,6,1,8,6,1,5.762711864406779
97,6,5,7,9,0,9.661016949152541
54,8,8,7,4,0,2.3728813559322033
82,8,2,6,8,1,7.11864406779661
50,9,6,7,5,0,1.694915254237288
70,8,7,9,7,0,5.084745762711864
67,2,5,5,4,0,4.576271186440678
67,1,2,7,4,1,4.576271186440678
71,2,0,7,5,0,5.254237288135593
64,2,2,5,4,0,4.067796610169491
59,3,5,4,4,1,3.2203389830508473
67,7,3,9,6,0,4.576271186440678
64,2,0,9,4,0,4.067796610169491
50,1,5,8,2,1,1.694915254237288
58,6,0,7,4,1,3.0508474576271185
67,9,7,5,6,1,4.576271186440678
40,3,2,8,2,0,0.0
98,6,2,6,9,1,9.830508474576272
44,3,0,4,2,1,0.6779661016949152
49,1,2,7,2,0,1.5254237288135593
81,5,6,4,7,0,6.9491525423728815
85,4,9,7,8,0,7.627118644067797
73,7,7,7,6,0,5.593220338983051
75,6,7,7,7,0,5.932203389830509
41,7,2,4,3,1,0.1694915254237288
57,5,4,9,4,1,2.8813559322033897
52,4,0,6,3,1,2.0338983050847457
90,7,8,9,8,0,8.474576271186441
44,7,7,5,3,1,0.6779661016949152
59,6,9,5,4,0,3.2203389830508473
41,8,1,9,4,0,0.1694915254237288
50,4,9,6,3,1,1.694915254237288
69,5,0,6,5,1,4.915254237288136
71,4,3,7,5,0,5.254237288135593
71,1,8,7,5,0,5.254237288135593
97,8,7,5,9,1,9.661016949152541
89,1,2,7,6,1,8.305084745762711
77,5,9,7,7,0,6.271186440677966
94,6,5,6,9,0,9.152542372881356
67,6,8,4,5,0,4.576271186440678
49,5,9,9,3,0,1.5254237288135593
61,3,7,8,4,1,3.559322033898305
94,5,9,8,8,1,9.152542372881356
56,8,4,7,5,0,2.711864406779661
61,2,8,7,4,0,3.559322033898305
82,6,8,9,7,1,7.11864406779661
58,9,2,8,5,0,3.0508474576271185
56,8,7,6,5,0,2.711864406779661
63,8,3,8,6,0,3.8983050847457625
75,8,9,8,7,0,5.932203389830509
71,7,6,8,6,0,5.254237288135593
97,8,9,7,10,0,9.661016949152541
95,6,7,7,9,1,9.322033898305085
97,2,6,9,8,0,9.661016949152541
85,2,4,8,7,1,7.627118644067797
98,8,0,7,10,1,9.830508474576272
91,1,7,9,7,1,8.64406779661017
75,6,4,8,6,0,5.932203389830509
67,6,2,6,5,0,4.576271186440678
53,4,1,7,3,0,2.2033898305084745
97,3,2,4,8,1,9.661016949152541
75,3,8,9,6,1,5.932203389830509
45,1,1,7,1,0,0.847457627118644
48,3,9,6,3,0,1.3559322033898304
60,4,0,6,4,1,3.389830508474576
51,5,1,7,3,1,1.8644067796610169
97,3,1,5,8,1,9.661016949152541
69,6,4,9,6,0,4.915254237288136
70,5,0,8,6,1,5.084745762711864
79,3,9,8,6,1,6.610169491525424
95,6,7,6,9,1,9.322033898305085
43,6,1,7,3,0,0.5084745762711864
70,8,5,5,6,0,5.084745762711864
66,2,4,9,4,0,4.406779661016949
97,1,1,4,7,1,9.661016949152541
96,4,9,8,8,1,9.491525423728813
64,7,0,9,6,1,4.067796610169491
44,3,5,9,2,1,0.6779661016949152
45,3,5,5,2,0,0.847457627118644
44,5,2,9,3,1,0.6779661016949152
90,5,7,8,8,1,8.474576271186441
66,3,8,7,4,0,4.406779661016949
47,9,2,8,4,1,1.1864406779661016
48,4,8,4,3,1,1.3559322033898304
54,3,7,7,3,1,2.3728813559322033
75,2,4,6,5,0,5.932203389830509
96,9,5,5,10,1,9.491525423728813
80,4,0,8,6,0,6.779661016949152
46,3,4,7,2,1,1.0169491525423728
71,7,9,9,6,0,5.254237288135593
47,8,9,7,4,0,1.1864406779661016
86,2,6,8,7,0,7.796610169491525
90,7,0,6,8,1,8.474576271186441
54,5,9,8,4,1,2.3728813559322033
76,5,8,6,7,0,6.101694915254237
58,3,6,9,4,0,3.0508474576271185
78,5,3,8,6,1,6.440677966101695
45,2,3,7,2,0,0.847457627118644
98,4,9,4,8,1,9.830508474576272
58,6,6,4,5,1,3.0508474576271185
96,1,5,9,7,0,9.491525423728813
67,4,2,7,5,0,4.576271186440678
56,6,8,4,4,1,2.711864406779661
81,9,5,9,8,1,6.9491525423728815
58,2,1,6,3,1,3.0508474576271185
70,7,9,7,6,0,5.084745762711864
50,6,1,6,4,1,1.694915254237288
54,2,0,7,3,0,2.3728813559322033
49,8,4,6,4,0,1.5254237288135593
82,7,9,6,8,1,7.11864406779661
62,5,5,4,4,0,3.7288135593220337
42,5,2,7,3,0,0.3389830508474576
42,7,3,8,3,0,0.3389830508474576
57,9,4,4,5,0,2.8813559322033897
64,9,3,6,6,1,4.067796610169491
82,9,8,6,8,1,7.11864406779661
59,6,2,8,5,0,3.2203389830508473
97,6,4,8,9,0,9.661016949152541
68,3,6,6,5,0,4.745762711864407
61,1,6,8,4,0,3.559322033898305
89,7,5,5,8,0,8.305084745762711
96,4,8,4,8,1,9.491525423728813
54,1,6,7,3,1,2.3728813559322033
78,8,3,8,8,1,6.440677966101695
49,6,9,8,4,1,1.5254237288135593
60,6,8,5,5,0,3.389830508474576
94,2,5,7,7,0,9.152542372881356
91,1,0,5,6,1,8.64406779661017
68,2,8,7,4,1,4.745762711864407
71,4,6,4,5,1,5.254237288135593
49,2,5,8,2,0,1.5254237288135593
52,1,5,4,2,0,2.0338983050847457
86,7,3,7,8,0,7.796610169491525
62,8,3,8,6,1,3.7288135593220337
89,6,2,5,8,1,8.305084745762711
62,4,7,6,4,0,3.7288135593220337
70,6,7,5,6,0,5.084745762711864
43,3,1,6,1,0,0.5084745762711864
91,8,4,5,9,1,8.64406779661017
88,2,8,7,7,0,8.135593220338983
99,5,8,4,9,0,10.0
42,1,6,6,1,1,0.3389830508474576
60,6,3,7,5,0,3.389830508474576
92,2,3,4,7,0,8.813559322033898
41,4,9,4,2,0,0.1694915254237288
43,6,6,8,3,0,0.5084745762711864
40,8,2,8,3,1,0.0
54,8,2,8,5,0,2.3728813559322033
96,6,4,6,9,1,9.491525423728813
72,4,5,6,6,0,5.423728813559322
45,8,7,4,4,1,0.847457627118644
46,8,0,6,4,0,1.0169491525423728
58,1,6,4,3,0,3.0508474576271185
83,4,7,7,7,1,7.288135593220339
40,4,4,5,1,0,0.0
78,7,9,4,8,0,6.440677966101695
58,7,1,4,5,1,3.0508474576271185
84,8,3,7,8,0,7.4576271186440675
65,5,5,8,5,0,4.237288135593221
83,7,8,9,8,0,7.288135593220339
51,8,1,8,4,0,1.8644067796610169
61,9,3,8,6,0,3.559322033898305
52,3,9,4,3,1,2.0338983050847457
67,3,4,4,5,1,4.576271186440678
53,4,7,6,3,0,2.2033898305084745
61,5,7,6,5,0,3.559322033898305
69,1,1,5,4,1,4.915254237288136
83,7,5,5,8,1,7.288135593220339
59,9,5,9,6,1,3.2203389830508473
83,8,4,6,8,1,7.288135593220339
66,5,7,4,5,1,4.406779661016949
77,4,9,7,6,1,6.271186440677966
98,7,1,6,9,0,9.830508474576272
81,5,1,4,6,0,6.9491525423728815
91,7,6,6,8,0,8.64406779661017
95,1,8,8,7,0,9.322033898305085
80,1,2,6,5,0,6.779661016949152
73,3,6,9,5,1,5.593220338983051
78,2,2,8,6,1,6.440677966101695
80,2,5,4,5,1,6.779661016949152
96,7,2,8,9,1,9.491525423728813
83,2,0,6,6,1,7.288135593220339
76,4,5,8,6,1,6.101694915254237
40,2,2,9,1,0,0.0
93,6,0,7,8,0,8.983050847457626
54,8,4,8,5,1,2.3728813559322033
71,4,7,9,6,0,5.254237288135593
47,5,7,8,3,1,1.1864406779661016
72,4,7,5,5,0,5.423728813559322
57,3,2,7,4,1,2.8813559322033897
84,5,7,4,7,1,7.4576271186440675
68,9,3,9,6,0,4.745762711864407
71,8,7,8,7,1,5.254237288135593
72,8,2,7,7,0,5.423728813559322
44,8,2,4,3,0,0.6779661016949152
57,8,0,7,5,1,2.8813559322033897
87,7,7,9,9,1,7.966101694915254
49,8,8,9,4,0,1.5254237288135593
75,8,5,9,8,0,5.932203389830509
72,7,1,4,7,1,5.423728813559322
62,1,0,4,3,1,3.7288135593220337
79,4,7,8,6,1,6.610169491525424
44,4,9,6,3,1,0.6779661016949152
73,5,3,9,6,1,5.593220338983051
63,6,6,4,5,1,3.8983050847457625
56,4,9,9,4,1,2.711864406779661
70,2,3,9,5,0,5.084745762711864
46,6,0,4,3,0,1.0169491525423728
56,8,7,5,5,1,2.711864406779661
67,8,9,5,6,1,4.576271186440678
77,7,8,9,7,0,6.271186440677966
61,6,9,5,5,1,3.559322033898305
54,2,8,9,3,0,2.3728813559322033
76,7,8,8,7,0,6.101694915254237
54,5,3,4,4,1,2.3728813559322033
89,6,8,9,8,0,8.305084745762711
89,8,3,5,8,0,8.305084745762711
64,8,1,5,6,1,4.067796610169491
92,3,9,7,7,1,8.813559322033898
60,7,2,7,5,0,3.389830508474576
94,1,1,5,6,1,9.152542372881356
77,1,0,8,5,0,6.271186440677966
41,7,5,6,3,0,0.1694915254237288
66,9,3,9,6,0,4.406779661016949
88,7,6,7,8,0,8.135593220338983
71,5,6,9,6,0,5.254237288135593
60,8,9,7,5,0,3.389830508474576
43,2,0,4,1,1,0.5084745762711864
83,9,8,4,8,1,7.288135593220339
58,6,7,5,4,1,3.0508474576271185
41,9,9,4,4,1,0.1694915254237288
65,2,0,4,4,0,4.237288135593221
73,3,7,6,5,0,5.593220338983051
53,8,4,8,5,0,2.2033898305084745
54,1,0,5,2,0,2.3728813559322033
59,7,3,6,5,0,3.2203389830508473
73,7,6,5,6,1,5.593220338983051
75,1,4,8,5,1,5.932203389830509
48,8,3,9,4,0,1.3559322033898304
46,4,1,9,2,0,1.0169491525423728
69,5,7,9,6,1,4.915254237288136
52,2,1,4,2,0,2.0338983050847457
66,9,5,8,7,0,4.406779661016949
83,6,6,6,7,1,7.288135593220339
74,3,6,6,5,0,5.762711864406779
52,7,0,7,4,1,2.0338983050847457
54,9,7,6,5,1,2.3728813559322033
85,3,8,9,7,1,7.627118644067797
95,2,6,9,8,1,9.322033898305085
48,7,7,7,4,0,1.3559322033898304
84,7,3,4,8,0,7.4576271186440675
62,4,7,6,4,0,3.7288135593220337
93,9,2,8,9,1,8.983050847457626
75,8,0,7,7,0,5.932203389830509
92,1,7,6,7,1,8.813559322033898
79,1,5,4,5,0,6.610169491525424
42,5,8,8,2,0,0.3389830508474576
73,6,2,8,6,1,5.593220338983051
58,3,7,4,4,0,3.0508474576271185
67,9,8,6,7,1,4.576271186440678
62,6,8,5,5,1,3.7288135593220337
79,4,6,6,6,0,6.610169491525424
88,7,9,7,8,0,8.135593220338983
84,8,2,7,8,0,7.4576271186440675
46,9,2,6,3,0,1.0169491525423728
80,6,1,9,7,1,6.779661016949152
51,6,0,7,3,1,1.8644067796610169
53,8,1,5,5,0,2.2033898305084745
85,5,4,9,7,0,7.627118644067797
54,3,0,5,3,0,2.3728813559322033
42,3,9,8,2,1,0.3389830508474576
54,6,3,7,4,0,2.3728813559322033
90,2,9,9,7,1,8.474576271186441
63,6,9,6,5,0,3.8983050847457625
91,6,0,9,8,0,8.64406779661017
85,8,9,8,9,1,7.627118644067797
47,7,7,5,4,1,1.1864406779661016
44,8,4,8,4,0,0.6779661016949152
90,9,9,4,9,1,8.474576271186441
43,6,3,7,3,1,0.5084745762711864
53,3,2,6,3,0,2.2033898305084745
55,3,8,5,3,1,2.542372881355932
59,1,5,8,3,1,3.2203389830508473
63,5,0,6,5,0,3.8983050847457625
45,4,7,7,2,0,0.847457627118644
94,9,9,6,9,1,9.152542372881356
96,9,1,7,9,0,9.491525423728813
70,5,8,7,5,1,5.084745762711864
45,4,6,7,2,1,0.847457627118644
74,7,2,8,7,1,5.762711864406779
54,6,3,7,4,0,2.3728813559322033
68,4,2,6,5,1,4.745762711864407
42,2,5,4,1,1,0.3389830508474576
50,1,8,6,2,1,1.694915254237288
42,4,9,8,2,0,0.3389830508474576
67,4,8,7,5,0,4.576271186440678
49,1,0,4,1,0,1.5254237288135593
89,6,9,8,8,1,8.305084745762711
72,4,5,5,5,1,5.423728813559322
87,1,0,5,6,0,7.966101694915254
55,1,3,5,3,1,2.542372881355932
98,1,6,4,7,1,9.830508474576272
49,8,3,6,4,1,1.5254237288135593
72,8,8,4,7,1,5.423728813559322
75,2,9,4,5,0,5.932203389830509
42,7,4,4,3,0,0.3389830508474576
44,8,8,5,4,0,0.6779661016949152
51,8,0,9,4,1,1.8644067796610169
96,7,3,6,9,1,9.491525423728813
83,5,6,9,7,0,7.288135593220339
52,1,1,9,2,0,2.0338983050847457
