,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin
3067,9,85,0,9,1,80,8
3068,3,73,1,8,7,59,6
3069,6,72,1,4,2,60,6
3070,1,67,0,9,3,41,4
3071,6,70,0,8,5,61,6
3072,4,71,1,4,9,51,5
3073,8,89,1,5,5,82,8
3074,9,59,0,9,1,55,5
3075,4,79,1,6,5,64,6
3076,6,74,1,8,3,61,6
3077,1,70,0,9,4,44,4
3078,4,97,1,7,6,81,8
3079,7,70,0,9,6,64,6
3080,1,77,1,7,5,53,5
3081,8,61,0,8,9,55,5
3082,6,84,1,4,5,72,7
3083,5,80,1,7,5,65,7
3084,9,48,1,9,3,44,4
3085,2,91,0,9,2,70,7
3086,5,48,1,7,0,34,3
3087,6,54,1,5,2,41,4
3088,7,52,0,5,2,43,4
3089,5,61,1,5,8,48,5
3090,9,55,0,7,2,46,4
3091,1,71,0,7,7,47,5
3092,7,41,0,9,7,37,3
3093,7,65,1,8,2,56,6
3094,4,53,0,8,9,40,4
3095,9,98,1,4,9,96,10
3096,5,77,0,7,5,63,6
3097,4,73,1,8,7,58,6
3098,7,47,0,8,7,36,3
3099,4,75,0,5,9,61,6
3100,3,60,1,5,9,39,4
3101,9,95,0,5,8,90,9
3102,8,85,1,6,8,79,8
3103,1,82,0,8,7,58,6
3104,7,95,1,5,6,89,9
3105,9,67,0,5,9,64,6
3106,8,85,0,7,2,78,8
3107,8,83,1,9,6,79,8
3108,6,87,0,5,3,72,7
3109,4,45,1,7,1,26,2
3110,8,59,1,4,7,52,5
3111,3,70,0,5,1,49,5
3112,9,72,0,9,0,66,7
3113,2,83,0,7,4,59,6
3114,2,46,1,9,9,28,2
3115,7,47,1,5,8,39,4
3116,4,48,0,4,4,31,3
3117,8,41,1,5,1,33,3
3118,9,56,0,7,9,57,6
3119,7,91,0,4,3,83,9
3120,5,84,0,4,7,69,7
3121,8,76,1,4,6,71,7
3122,4,81,1,6,4,62,6
3123,2,83,0,7,3,58,6
3124,6,56,1,6,4,46,4
3125,9,92,0,9,6,93,10
3126,1,77,0,4,4,48,5
3127,7,74,1,6,7,68,7
3128,9,99,0,5,6,97,10
3129,9,86,0,6,6,82,8
3130,3,78,0,8,8,57,6
3131,5,69,0,9,7,55,5
3132,8,45,0,4,7,37,3
3133,8,43,1,4,5,35,3
3134,4,90,1,9,6,72,7
3135,1,76,0,9,7,51,5
3136,1,74,1,7,4,50,5
3137,4,97,0,5,9,82,8
3138,6,96,0,9,1,84,9
3139,8,48,0,9,6,46,4
3140,6,45,0,7,9,34,3
3141,9,52,1,9,2,55,5
3142,9,98,1,6,9,95,10
3143,2,61,0,8,7,40,4
3144,1,67,1,8,5,42,4
3145,2,69,0,8,3,45,4
3146,5,91,1,9,1,80,8
3147,4,75,0,8,6,60,6
3148,4,41,0,5,0,21,2
3149,9,97,0,6,6,95,10
3150,8,75,1,8,9,72,7
3151,6,47,1,4,9,35,3
3152,1,84,0,9,6,58,6
3153,2,81,1,6,9,59,6
3154,6,89,1,5,2,77,8
3155,2,48,1,8,3,23,2
3156,5,40,1,5,3,26,2
3157,5,52,1,9,3,39,4
3158,6,89,1,8,8,79,8
3159,6,54,1,4,5,39,4
3160,6,71,1,6,9,61,6
3161,2,73,1,4,8,47,5
3162,3,82,1,8,3,63,6
3163,6,70,1,7,6,61,6
3164,8,53,1,6,9,51,5
3165,1,93,1,5,8,68,7
3166,1,86,0,8,9,66,7
3167,2,53,0,4,2,29,3
3168,6,87,1,9,2,78,8
3169,9,94,1,7,5,94,10
3170,4,68,1,9,7,56,6
3171,3,86,0,8,0,68,7
3172,8,58,0,5,3,50,5
3173,9,66,1,4,7,62,6
3174,5,48,1,6,5,31,3
3175,9,76,1,7,1,73,7
3176,2,76,1,8,7,57,6
3177,3,82,1,8,0,60,6
3178,7,67,0,8,0,56,6
3179,7,91,1,8,6,88,9
3180,6,96,0,4,9,84,9
3181,6,63,1,6,2,48,5
3182,2,67,1,5,7,41,4
3183,6,75,0,7,8,65,7
3184,4,91,0,8,7,74,8
3185,3,57,1,9,0,38,4
3186,2,64,0,8,0,40,4
3187,1,74,1,6,5,49,5
3188,5,43,0,6,0,30,3
3189,2,53,0,4,7,29,3
3190,2,78,1,4,5,57,6
3191,7,65,1,9,4,58,6
3192,8,47,0,9,5,40,4
3193,8,63,1,4,3,60,6
3194,4,55,0,7,0,41,4
3195,1,59,0,9,6,34,3
3196,7,54,1,4,9,46,4
3197,1,46,0,8,8,24,2
3198,4,97,1,4,3,79,8
3199,8,56,1,7,3,52,5
3200,2,61,0,4,8,36,3
3201,6,61,1,4,3,52,5
3202,6,93,0,8,9,84,9
3203,9,51,0,9,3,50,5
3204,5,57,1,8,7,47,5
3205,4,95,1,8,3,81,8
3206,5,85,0,4,8,70,7
3207,5,86,1,8,7,77,8
3208,8,54,0,6,4,49,5
3209,8,76,0,5,8,70,7
3210,2,55,0,5,7,28,2
3211,7,44,0,8,9,36,3
3212,8,41,0,9,3,34,3
3213,6,91,1,7,3,80,8
3214,5,67,0,8,0,51,5
3215,9,96,0,9,3,95,10
3216,3,80,0,8,7,60,6
3217,4,93,0,4,4,78,8
3218,9,66,0,9,5,65,7
3219,6,70,0,7,3,57,6
3220,8,80,1,8,4,75,8
3221,7,75,1,6,9,69,7
3222,2,86,0,9,7,62,6
3223,3,82,0,5,8,63,6
3224,1,40,0,9,2,11,1
3225,9,89,1,6,9,91,9
3226,7,68,0,6,3,58,6
3227,1,40,0,6,0,15,1
3228,3,47,0,7,4,24,2
3229,4,96,0,7,3,80,8
3230,4,55,0,9,5,36,3
3231,5,97,0,7,5,83,9
3232,3,67,1,5,9,49,5
3233,3,61,0,4,5,41,4
3234,1,57,0,9,2,33,3
3235,7,61,0,8,6,52,5
3236,1,80,0,8,2,52,5
3237,2,51,0,9,5,31,3
3238,4,58,0,4,9,38,4
3239,4,64,0,8,0,45,4
3240,5,89,0,9,7,79,8
3241,2,98,0,9,6,78,8
3242,4,44,1,6,8,24,2
3243,1,98,1,5,2,72,7
3244,2,73,1,8,7,52,5
3245,1,78,0,5,1,50,5
3246,4,98,1,9,8,83,9
3247,4,49,1,4,0,32,3
3248,7,86,1,9,9,84,9
3249,9,96,1,8,6,95,10
3250,9,46,0,5,9,43,4
3251,5,99,1,6,0,82,8
3252,1,76,1,6,5,54,5
3253,1,86,0,9,0,59,6
3254,6,91,1,4,3,78,8
3255,2,99,0,7,6,79,8
3256,8,91,1,8,1,87,9
3257,9,54,1,9,2,53,5
3258,4,81,1,6,3,65,7
3259,5,63,0,6,5,48,5
3260,8,65,1,4,8,61,6
3261,3,65,1,6,3,41,4
3262,5,85,0,8,5,75,8
3263,3,65,1,4,6,44,4
3264,3,97,1,5,3,79,8
3265,3,49,1,4,5,29,3
3266,7,56,1,8,2,44,4
3267,7,92,1,8,4,85,9
3268,7,53,0,5,9,40,4
3269,8,41,0,9,3,36,3
3270,5,87,0,4,6,72,7
3271,5,52,1,8,5,36,3
3272,4,66,1,8,6,51,5
3273,7,48,1,5,5,38,4
3274,4,46,1,7,1,28,2
3275,2,87,1,4,6,59,6
3276,4,49,0,8,7,30,3
3277,8,95,0,6,6,88,9
3278,9,93,0,5,3,87,9
3279,3,48,1,7,3,27,2
3280,7,61,0,7,4,51,5
3281,9,62,0,5,8,59,6
3282,4,46,0,7,4,23,2
3283,3,87,0,8,1,71,7
3284,5,48,1,7,4,33,3
3285,1,66,1,4,2,38,4
3286,3,63,0,6,9,45,4
3287,8,68,0,8,7,67,7
3288,8,56,0,5,9,49,5
3289,4,59,0,6,9,44,4
3290,2,46,0,9,1,22,2
3291,8,82,0,8,3,79,8
3292,8,79,0,6,4,74,8
3293,4,46,0,7,3,26,2
3294,3,67,0,9,4,49,5
3295,2,58,1,5,9,33,3
3296,9,59,0,5,3,53,5
3297,1,83,1,4,2,53,5
3298,7,78,1,7,0,69,7
3299,5,79,0,4,3,65,7
3300,8,46,0,4,8,37,3
3301,4,45,1,7,0,28,2
3302,7,64,1,8,6,56,6
3303,5,80,0,9,2,64,6
3304,5,98,1,4,7,83,9
3305,9,52,0,6,5,50,5
3306,9,78,0,9,0,77,8
3307,9,79,1,8,9,79,8
3308,6,61,0,7,4,49,5
3309,6,88,1,5,7,77,8
3310,5,56,0,8,2,40,4
3311,9,87,0,4,3,83,9
3312,8,61,1,6,6,53,5
3313,7,47,0,7,6,42,4
3314,6,88,0,5,8,76,8
3315,5,84,1,9,8,75,8
3316,3,63,1,5,2,45,4
3317,3,99,1,7,3,73,7
3318,6,93,1,9,5,84,9
3319,4,99,0,8,4,84,9
3320,6,81,1,4,5,71,7
3321,3,41,0,7,7,23,2
3322,4,41,1,6,1,24,2
3323,9,66,0,8,5,64,6
3324,5,53,0,9,8,38,4
3325,7,87,1,5,4,74,8
3326,2,78,1,8,0,58,6
3327,5,92,1,8,7,78,8
3328,9,92,0,6,3,88,9
3329,3,95,0,4,7,76,8
3330,9,51,0,8,3,48,5
3331,6,71,1,8,7,59,6
3332,4,67,1,4,8,46,4
3333,7,94,1,4,4,84,9
3334,8,67,1,5,4,61,6
3335,6,85,1,9,1,76,8
3336,5,64,0,5,8,49,5
3337,6,43,1,4,3,30,3
3338,5,65,0,7,2,47,5
3339,8,75,1,4,1,70,7
3340,1,89,1,5,2,69,7
3341,7,42,1,6,3,35,3
3342,2,40,1,6,8,20,2
3343,9,56,1,9,5,55,5
3344,1,46,0,8,9,19,1
3345,6,87,1,6,4,74,8
3346,9,44,0,5,8,42,4
3347,1,58,0,6,7,34,3
3348,4,78,0,7,5,59,6
3349,4,85,0,4,2,67,7
3350,9,73,1,4,6,70,7
3351,5,74,1,5,9,61,6
3352,5,88,1,8,5,76,8
3353,6,55,1,4,7,44,4
3354,1,79,1,6,5,50,5
3355,1,89,0,7,9,68,7
3356,9,86,1,8,3,87,9
3357,3,78,1,8,9,60,6
3358,1,80,1,4,6,55,5
3359,9,77,1,9,7,73,7
3360,8,89,0,8,1,87,9
3361,2,89,1,5,5,66,7
3362,8,64,0,6,2,56,6
3363,7,65,0,9,7,59,6
3364,6,95,1,7,3,83,9
3365,1,53,0,6,3,26,2
3366,7,53,1,5,1,41,4
3367,7,53,1,5,5,45,4
3368,9,64,1,9,5,63,6
3369,1,75,0,6,0,50,5
3370,2,43,0,4,7,15,1
3371,9,86,0,5,2,79,8
3372,9,54,0,8,0,49,5
3373,6,71,0,7,9,63,6
3374,6,57,0,7,0,42,4
3375,4,53,0,5,0,32,3
3376,4,97,0,8,4,84,9
3377,5,40,0,6,4,26,2
3378,3,81,0,7,0,62,6
3379,1,59,0,8,4,33,3
3380,1,49,1,8,6,28,2
3381,7,49,0,4,4,36,3
3382,1,98,1,5,8,73,7
3383,1,63,1,8,3,37,3
3384,3,73,1,6,8,53,5
3385,4,67,1,7,7,48,5
3386,4,66,0,4,0,48,5
3387,2,79,1,6,3,54,5
3388,1,40,1,7,6,12,1
3389,3,72,1,5,0,46,4
3390,4,43,0,6,7,24,2
3391,3,46,1,7,1,26,2
3392,8,48,1,4,7,42,4
3393,1,55,0,7,3,28,2
3394,2,44,0,8,7,20,2
3395,7,73,0,4,0,61,6
3396,4,99,0,6,4,80,8
3397,8,62,0,9,8,62,6
3398,3,82,0,5,6,59,6
3399,6,89,0,4,2,74,8
3400,9,64,0,4,3,59,6
3401,1,96,0,4,9,68,7
3402,1,90,1,7,6,66,7
3403,8,52,0,8,5,43,4
3404,3,63,1,9,3,44,4
3405,5,50,1,5,2,34,3
3406,1,91,0,5,1,62,6
3407,5,90,0,8,9,77,8
3408,6,56,0,7,8,44,4
3409,8,76,0,7,2,69,7
3410,3,52,1,8,6,35,3
3411,3,66,1,8,0,50,5
3412,9,59,0,6,7,50,5
3413,4,72,1,7,0,54,5
3414,4,81,0,4,1,59,6
3415,7,71,1,5,0,60,6
3416,2,47,1,7,3,25,2
3417,8,95,0,8,1,94,10
3418,6,68,0,4,0,53,5
3419,3,79,1,6,0,59,6
3420,9,58,0,9,1,53,5
3421,5,45,1,6,5,29,3
3422,8,83,0,4,1,73,7
3423,7,99,0,4,1,87,9
3424,8,78,0,8,7,72,7
3425,7,87,0,9,4,82,8
3426,2,60,0,5,7,38,4
3427,7,96,0,9,1,89,9
3428,3,61,1,9,6,45,4
3429,3,81,0,5,8,57,6
3430,2,49,1,6,7,27,2
3431,4,49,0,4,8,31,3
3432,8,91,1,6,7,86,9
3433,1,68,0,8,3,45,4
3434,1,55,0,7,9,30,3
3435,5,40,1,8,6,28,2
3436,5,56,0,7,8,43,4
3437,1,69,0,4,8,43,4
3438,6,65,0,4,3,52,5
3439,1,92,0,9,6,68,7
3440,5,85,0,4,5,73,7
3441,9,58,1,5,2,56,6
3442,5,92,0,5,9,78,8
3443,6,60,1,7,5,49,5
3444,8,56,1,6,7,52,5
3445,1,85,1,9,1,62,6
3446,2,79,1,6,2,59,6
3447,9,60,1,7,7,60,6
3448,3,92,1,5,3,71,7
3449,6,80,1,8,3,68,7
3450,5,79,1,9,1,68,7
3451,2,84,0,7,9,63,6
3452,7,88,1,6,0,77,8
3453,4,58,0,7,6,43,4
3454,1,99,1,7,3,77,8
3455,4,46,1,4,5,28,2
3456,6,56,0,5,7,47,5
3457,7,40,1,9,6,34,3
3458,7,76,0,4,6,64,6
3459,7,96,1,5,5,88,9
3460,3,45,0,7,3,21,2
3461,6,65,0,5,3,53,5
3462,8,41,1,6,8,34,3
3463,4,98,1,9,4,83,9
3464,8,71,1,4,8,67,7
3465,2,96,1,9,8,75,8
3466,9,87,0,7,3,88,9
3467,9,93,0,6,1,87,9
3468,8,44,0,5,1,32,3
3469,1,76,0,5,8,50,5
3470,2,70,0,6,8,50,5
3471,6,51,0,5,2,38,4
3472,5,74,0,4,4,57,6
3473,9,69,1,8,4,64,6
3474,5,87,1,5,1,71,7
3475,2,45,1,7,1,19,1
3476,4,54,1,5,9,38,4
3477,9,54,1,9,0,52,5
3478,1,55,1,7,1,27,2
3479,1,59,1,5,6,32,3
3480,7,52,1,5,0,45,4
3481,3,83,0,7,0,61,6
3482,2,81,1,4,8,57,6
3483,9,85,1,8,1,83,9
3484,3,70,1,8,3,48,5
3485,2,73,0,4,2,50,5
3486,8,68,1,5,3,61,6
3487,6,42,0,8,6,29,3
3488,6,48,0,4,9,37,3
3489,7,50,1,4,1,39,4
3490,7,50,0,8,1,39,4
3491,6,64,1,7,8,54,5
3492,4,61,1,6,5,46,4
3493,9,81,1,7,6,78,8
3494,6,97,0,5,4,83,9
3495,4,85,1,7,4,64,6
3496,3,48,1,9,3,26,2
3497,4,59,1,6,7,41,4
3498,3,98,0,6,6,76,8
3499,2,60,0,4,9,35,3
3500,5,49,0,9,1,39,4
3501,2,61,0,5,1,39,4
3502,6,68,1,4,5,54,5
3503,3,48,1,7,0,28,2
3504,6,44,0,7,6,30,3
3505,9,79,1,8,7,81,8
3506,1,50,0,4,9,24,2
3507,6,40,1,9,7,32,3
3508,9,92,1,4,2,87,9
3509,4,81,0,4,6,66,7
3510,2,40,0,4,0,13,1
3511,4,97,1,6,2,76,8
3512,1,93,0,8,5,68,7
3513,3,78,1,5,8,57,6
3514,9,99,1,5,4,98,10
3515,5,85,1,5,4,69,7
3516,6,44,1,6,8,34,3
3517,3,88,0,8,8,68,7
3518,5,61,1,9,5,47,5
3519,8,65,1,8,4,60,6
3520,6,92,1,6,9,83,9
3521,4,45,0,9,1,25,2
3522,2,71,1,4,7,50,5
3523,9,87,0,7,7,87,9
3524,1,50,0,4,6,22,2
3525,1,49,0,5,7,22,2
3526,4,86,0,4,2,62,6
3527,7,78,0,6,2,72,7
3528,1,94,0,5,1,66,7
3529,9,73,0,7,0,71,7
3530,4,70,1,9,2,53,5
3531,3,51,1,9,2,32,3
3532,1,90,0,5,6,65,7
3533,4,83,0,4,9,65,7
3534,9,55,0,8,8,50,5
3535,6,77,1,8,0,66,7
3536,6,42,0,9,7,29,3
3537,1,41,1,8,0,13,1
3538,2,91,1,5,2,66,7
3539,6,44,0,8,3,32,3
3540,2,50,1,6,7,26,2
3541,3,97,0,9,0,75,8
3542,4,64,0,7,1,46,4
3543,5,74,0,8,4,62,6
3544,9,74,1,6,5,69,7
3545,4,61,0,6,4,43,4
3546,9,76,1,5,2,74,8
3547,3,61,0,9,9,43,4
3548,8,94,0,5,6,86,9
3549,1,50,0,7,0,24,2
3550,9,71,0,7,1,67,7
3551,9,74,0,4,8,71,7
3552,2,70,1,7,3,48,5
3553,4,84,0,9,7,64,6
3554,8,92,0,9,8,88,9
3555,7,47,0,5,6,39,4
3556,1,59,1,6,0,35,3
3557,5,81,0,4,4,67,7
3558,7,73,0,7,5,65,7
3559,4,43,0,6,7,27,2
3560,1,57,0,5,9,32,3
3561,9,90,1,8,7,89,9
3562,5,43,0,4,8,30,3
3563,2,59,1,9,8,37,3
3564,8,97,1,6,3,91,9
3565,2,48,1,5,5,26,2
3566,3,55,1,5,2,32,3
3567,1,65,0,4,0,34,3
3568,2,77,0,4,5,51,5
3569,7,64,1,7,0,56,6
3570,2,43,1,7,8,26,2
3571,6,80,1,9,5,73,7
3572,3,98,0,9,0,80,8
3573,4,84,1,4,2,69,7
3574,8,80,1,4,0,73,7
3575,3,77,1,6,1,55,5
3576,6,92,1,7,5,82,8
3577,1,58,1,5,6,32,3
3578,7,53,0,7,0,41,4
3579,8,60,1,7,9,55,5
3580,8,54,0,4,4,43,4
3581,3,42,0,4,5,20,2
3582,1,76,0,7,3,50,5
3583,9,92,0,8,5,90,9
3584,6,89,0,8,4,82,8
3585,9,85,1,9,6,85,9
3586,7,55,0,7,3,49,5
3587,1,53,0,8,0,24,2
3588,1,48,1,9,1,25,2
3589,6,86,0,9,5,76,8
3590,5,46,1,7,9,33,3
3591,9,53,1,9,1,48,5
3592,2,45,1,4,4,21,2
3593,8,60,1,4,3,58,6
3594,5,54,1,4,6,40,4
3595,2,91,0,5,3,67,7
3596,6,47,1,4,6,35,3
3597,8,73,1,4,7,68,7
3598,4,79,0,7,6,66,7
3599,2,40,0,8,1,16,1
3600,5,71,0,8,0,57,6
3601,2,97,0,4,4,73,7
3602,2,88,1,4,6,64,6
3603,6,90,0,4,0,77,8
3604,9,44,1,9,7,46,4
3605,4,69,0,7,2,50,5
3606,6,61,0,7,6,50,5
3607,7,59,0,7,2,51,5
3608,6,55,0,8,3,43,4
3609,8,46,0,5,7,40,4
3610,4,46,1,8,1,30,3
3611,1,89,1,7,5,63,6
3612,7,89,1,6,9,82,8
3613,3,41,0,5,8,20,2
3614,6,86,1,4,9,73,7
3615,2,53,0,9,8,32,3
3616,9,70,0,8,4,67,7
3617,1,89,1,9,2,69,7
3618,6,80,1,5,5,67,7
3619,6,53,0,6,8,44,4
3620,5,44,0,5,5,29,3
3621,5,50,1,8,3,38,4
3622,1,79,0,7,4,52,5
3623,5,44,1,4,6,25,2
3624,2,68,1,7,9,46,4
3625,7,50,0,7,2,42,4
3626,3,44,0,8,8,24,2
3627,4,88,0,7,0,70,7
3628,3,93,0,7,7,78,8
3629,3,71,1,8,4,51,5
3630,4,75,0,8,9,61,6
3631,5,54,1,6,8,38,4
3632,1,58,1,7,1,34,3
3633,4,61,0,5,0,42,4
3634,8,73,1,4,9,68,7
3635,7,95,0,9,6,87,9
3636,9,56,0,4,9,53,5
3637,5,51,1,8,8,39,4
3638,4,64,1,9,4,45,4
3639,8,95,1,8,3,89,9
3640,9,56,0,6,3,53,5
3641,7,49,0,7,7,39,4
3642,7,67,1,8,0,59,6
3643,5,96,0,8,0,81,8
3644,4,57,0,4,7,40,4
3645,1,90,1,7,1,64,6
3646,7,57,0,6,9,53,5
3647,1,84,1,8,5,56,6
3648,1,71,1,8,1,44,4
3649,5,53,1,8,4,41,4
3650,9,95,0,4,2,91,9
3651,6,55,1,8,6,46,4
3652,3,89,1,8,8,65,7
3653,3,97,1,4,1,76,8
3654,7,57,1,8,6,50,5
3655,6,55,0,7,7,45,4
3656,6,46,0,4,7,33,3
3657,5,51,1,7,6,37,3
3658,7,73,0,9,3,63,6
3659,1,49,0,9,3,24,2
3660,7,44,0,9,9,37,3
3661,3,60,0,6,8,39,4
3662,9,42,1,8,9,41,4
3663,6,58,1,6,8,46,4
3664,9,84,0,7,4,78,8
3665,5,83,0,4,6,69,7
3666,7,74,0,9,6,71,7
3667,4,45,1,4,8,28,2
3668,7,53,0,6,6,45,4
3669,1,43,0,7,7,20,2
3670,7,84,1,8,6,81,8
3671,8,90,1,7,3,85,9
3672,5,57,1,9,1,42,4
3673,2,68,1,7,2,46,4
3674,5,74,1,4,6,60,6
3675,6,91,1,5,8,82,8
3676,2,77,0,9,1,55,5
3677,6,55,0,8,6,44,4
3678,6,59,1,9,3,47,5
3679,1,63,0,9,6,41,4
3680,1,74,1,8,4,48,5
3681,3,83,0,9,6,62,6
3682,3,90,1,4,5,64,6
3683,4,58,1,7,1,40,4
3684,2,95,0,4,6,70,7
3685,9,43,0,7,4,39,4
3686,7,72,1,5,8,63,6
3687,7,41,1,9,0,32,3
3688,6,52,1,5,0,37,3
3689,3,97,1,6,1,75,8
3690,6,84,1,7,7,72,7
3691,8,69,1,4,8,63,6
3692,8,73,0,4,6,64,6
3693,9,69,0,9,0,69,7
3694,1,90,0,4,6,63,6
3695,1,93,0,6,7,65,7
3696,3,63,0,8,6,44,4
3697,3,87,1,4,4,65,7
3698,8,83,1,9,6,81,8
3699,1,72,0,5,9,45,4
3700,2,80,1,4,1,59,6
3701,2,88,0,4,8,67,7
3702,3,49,0,4,1,34,3
3703,6,57,1,9,1,46,4
3704,1,58,1,8,4,35,3
3705,2,46,0,4,7,22,2
3706,1,96,0,8,5,72,7
3707,5,58,0,8,8,47,5
3708,7,63,0,6,5,55,5
3709,8,54,1,5,4,47,5
3710,1,80,0,4,0,55,5
3711,7,81,1,4,7,74,8
3712,5,62,0,4,2,49,5
3713,1,91,0,8,1,68,7
3714,3,91,1,7,6,72,7
3715,7,43,1,5,1,32,3
3716,1,77,1,9,0,51,5
3717,7,43,1,4,1,34,3
3718,5,44,1,7,5,33,3
3719,1,80,0,7,1,56,6
3720,1,83,0,7,0,54,5
3721,1,62,0,5,0,33,3
3722,9,79,1,7,3,78,8
3723,3,92,1,9,7,77,8
3724,5,76,1,4,5,62,6
3725,9,50,0,9,3,51,5
3726,6,94,1,4,5,78,8
3727,9,50,0,6,5,46,4
3728,8,52,0,8,8,50,5
3729,8,53,0,7,3,47,5
3730,1,99,1,9,5,74,8
3731,9,47,0,8,9,47,5
3732,6,64,0,8,0,52,5
3733,9,57,0,8,6,54,5
3734,3,90,1,8,6,69,7
3735,3,83,0,8,0,64,6
3736,6,83,1,4,7,69,7
3737,9,57,1,5,4,58,6
3738,7,49,0,7,8,37,3
3739,3,46,0,7,7,26,2
3740,3,99,1,4,2,80,8
3741,2,89,0,9,0,64,6
3742,9,83,1,4,2,78,8
3743,3,53,1,8,1,35,3
3744,5,54,1,5,1,36,3
3745,9,55,0,7,3,55,5
3746,8,41,1,9,1,36,3
3747,2,69,1,6,7,46,4
3748,3,69,0,4,4,51,5
3749,2,57,0,6,0,30,3
3750,8,70,1,7,5,68,7
3751,6,83,1,4,6,69,7
3752,6,87,1,7,0,78,8
3753,9,52,0,4,2,51,5
3754,8,59,1,9,8,55,5
3755,4,88,1,7,6,72,7
3756,4,89,0,6,3,71,7
3757,9,74,0,5,5,69,7
3758,1,62,1,9,5,38,4
3759,2,81,0,9,2,61,6
3760,2,72,1,4,1,49,5
3761,6,77,1,6,4,67,7
3762,4,74,0,7,7,56,6
3763,3,90,1,6,2,68,7
3764,3,75,1,9,4,60,6
3765,3,59,0,4,2,34,3
3766,6,94,1,6,6,83,9
3767,8,42,0,7,5,37,3
3768,7,47,1,8,5,42,4
3769,4,79,0,9,0,62,6
3770,4,98,0,5,1,80,8
3771,2,71,0,5,5,46,4
3772,1,68,0,9,7,47,5
3773,9,46,0,8,4,46,4
3774,2,41,0,4,1,13,1
3775,8,60,1,6,4,55,5
3776,9,45,1,6,8,42,4
3777,4,67,0,8,5,51,5
3778,8,87,1,8,4,81,8
3779,9,81,0,7,9,75,8
3780,5,75,0,7,5,59,6
3781,7,71,1,5,8,62,6
3782,4,84,0,4,6,65,7
3783,1,81,1,4,9,51,5
3784,3,92,0,8,2,73,7
3785,5,85,0,5,9,68,7
3786,3,48,1,5,9,28,2
3787,7,50,0,7,4,39,4
3788,9,62,0,6,3,55,5
3789,6,89,0,4,4,76,8
3790,1,50,1,5,7,24,2
3791,7,88,1,7,5,81,8
3792,5,42,1,7,4,29,3
3793,4,50,1,6,6,37,3
3794,5,89,0,5,7,74,8
3795,5,98,1,8,4,84,9
3796,6,74,1,8,1,64,6
3797,6,97,0,7,5,90,9
3798,8,54,0,7,8,46,4
3799,8,82,1,6,2,79,8
3800,9,50,0,7,6,48,5
3801,8,70,0,9,7,65,7
3802,2,67,0,5,5,46,4
3803,1,67,1,7,2,39,4
3804,2,71,0,7,0,49,5
3805,2,64,0,5,2,39,4
3806,3,59,1,4,5,40,4
3807,7,67,0,9,3,60,6
3808,2,64,0,9,0,43,4
3809,1,50,1,8,5,25,2
3810,6,58,1,7,0,45,4
3811,9,67,1,5,7,64,6
3812,3,40,0,8,2,20,2
3813,6,98,1,6,2,87,9
3814,3,44,1,4,0,23,2
3815,1,49,0,7,2,23,2
3816,5,81,0,4,6,67,7
3817,4,85,0,7,9,74,8
3818,7,73,0,7,7,64,6
3819,6,75,0,7,7,66,7
3820,7,41,1,4,2,29,3
3821,5,57,1,9,4,42,4
3822,4,52,1,6,0,37,3
3823,7,90,0,9,8,82,8
3824,7,44,1,5,7,35,3
3825,6,59,0,5,9,46,4
3826,8,41,0,9,1,40,4
3827,4,50,1,6,9,34,3
3828,5,69,1,6,0,52,5
3829,4,71,0,7,3,52,5
3830,1,71,0,7,8,50,5
3831,8,97,1,5,7,91,9
3832,1,89,1,7,2,64,6
3833,5,77,0,7,9,67,7
3834,6,94,0,6,5,85,9
3835,6,67,0,4,8,53,5
3836,5,49,0,9,9,35,3
3837,3,61,1,8,7,41,4
3838,5,94,1,8,9,81,8
3839,8,56,0,7,4,52,5
3840,2,61,0,7,8,39,4
3841,6,82,1,9,8,72,7
3842,9,58,0,8,2,55,5
3843,8,56,0,6,7,49,5
3844,8,63,0,8,3,60,6
3845,8,75,0,8,9,69,7
3846,7,71,0,8,6,63,6
3847,8,97,0,7,9,94,10
3848,6,95,1,7,7,86,9
3849,2,97,0,9,6,75,8
3850,2,85,1,8,4,66,7
3851,8,98,1,7,0,97,10
3852,1,91,1,9,7,71,7
3853,6,75,0,8,4,59,6
3854,6,67,0,6,2,54,5
3855,4,53,0,7,1,34,3
3856,3,97,1,4,2,77,8
3857,3,75,1,9,8,60,6
3858,1,45,0,7,1,16,1
3859,3,48,0,6,9,30,3
3860,4,60,1,6,0,42,4
3861,5,51,1,7,1,36,3
3862,3,97,1,5,1,77,8
3863,6,69,0,9,4,58,6
3864,5,70,1,8,0,58,6
3865,3,79,1,8,9,60,6
3866,6,95,1,6,7,87,9
3867,6,43,0,7,1,30,3
3868,8,70,0,5,5,59,6
3869,2,66,0,9,4,42,4
3870,1,97,1,4,1,70,7
3871,4,96,1,8,9,82,8
3872,7,64,1,9,0,56,6
3873,3,44,1,9,5,24,2
3874,3,45,0,5,5,27,2
3875,5,44,1,9,2,33,3
3876,5,90,1,8,7,75,8
3877,3,66,0,7,8,45,4
3878,9,47,1,8,2,45,4
3879,4,48,1,4,8,30,3
3880,3,54,1,7,7,29,3
3881,2,75,0,6,4,50,5
3882,9,96,1,5,5,95,10
3883,4,80,0,8,0,63,6
3884,3,46,1,7,4,24,2
3885,7,71,0,9,9,63,6
3886,8,47,0,7,9,41,4
