Unnamed: 0,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin,Language Spoken
3078,4,97,1,7,6,81,8,Santali
3079,7,70,0,9,6,64,6,Nepali
3080,1,77,1,7,5,53,5,Santhali
3081,8,61,0,8,9,55,5,Bodo
3082,6,84,1,4,5,72,7,English
3083,5,80,1,7,5,65,7,Marathi
3084,9,48,1,9,3,44,4,English
3085,2,91,0,9,2,70,7,Telugu
3086,5,48,1,7,0,34,3,Odia
3087,6,54,1,5,2,41,4,Mizo
3088,7,52,0,5,2,43,4,Urdu
3089,5,61,1,5,8,48,5,Punjabi
3090,9,55,0,7,2,46,4,Santali
3091,1,71,0,7,7,47,5,Marathi
3092,7,41,0,9,7,37,3,Tamil
3093,7,65,1,8,2,56,6,Punjabi
3094,4,53,0,8,9,40,4,Assamese
3095,9,98,1,4,9,96,10,Konkani
3096,5,77,0,7,5,63,6,Tamil
3097,4,73,1,8,7,58,6,Telugu
3098,7,47,0,8,7,36,3,Tamil
3099,4,75,0,5,9,61,6,Meitei
3100,3,60,1,5,9,39,4,Dogri
3101,9,95,0,5,8,90,9,Urdu
3102,8,85,1,6,8,79,8,Bengali
3103,1,82,0,8,7,58,6,Chhattisgarhi
3104,7,95,1,5,6,89,9,Malayalam
3105,9,67,0,5,9,64,6,Dogri
3106,8,85,0,7,2,78,8,Bengali
3107,8,83,1,9,6,79,8,Konkani
3108,6,87,0,5,3,72,7,Bodo
3109,4,45,1,7,1,26,2,Kashmiri
3110,8,59,1,4,7,52,5,Marathi
3111,3,70,0,5,1,49,5,Dogri
3112,9,72,0,9,0,66,7,Bhili
3113,2,83,0,7,4,59,6,Santhali
3114,2,46,1,9,9,28,2,Gujarati
3115,7,47,1,5,8,39,4,Sanskrit
3116,4,48,0,4,4,31,3,Meitei
3117,8,41,1,5,1,33,3,Maithili
3118,9,56,0,7,9,57,6,English
3119,7,91,0,4,3,83,9,Odia
3120,5,84,0,4,7,69,7,Konkani
3121,8,76,1,4,6,71,7,Maithili
3122,4,81,1,6,4,62,6,Assamese
3123,2,83,0,7,3,58,6,Odia
3124,6,56,1,6,4,46,4,Urdu
3125,9,92,0,9,6,93,10,Bengali
3126,1,77,0,4,4,48,5,Sindhi
3127,7,74,1,6,7,68,7,Mizo
3128,9,99,0,5,6,97,10,Urdu
3129,9,86,0,6,6,82,8,Urdu
3130,3,78,0,8,8,57,6,Urdu
3131,5,69,0,9,7,55,5,Tulu
3132,8,45,0,4,7,37,3,Sindhi
3133,8,43,1,4,5,35,3,Khasi
3134,4,90,1,9,6,72,7,Meitei
3135,1,76,0,9,7,51,5,Dogri
3136,1,74,1,7,4,50,5,Gujarati
3137,4,97,0,5,9,82,8,Hindi
3138,6,96,0,9,1,84,9,Sindhi
3139,8,48,0,9,6,46,4,Urdu
3140,6,45,0,7,9,34,3,Odia
3141,9,52,1,9,2,55,5,Kannada
3142,9,98,1,6,9,95,10,Telugu
3143,2,61,0,8,7,40,4,Tamil
3144,1,67,1,8,5,42,4,Kashmiri
3145,2,69,0,8,3,45,4,Kashmiri
3146,5,91,1,9,1,80,8,Bhili
3147,4,75,0,8,6,60,6,Marathi
3148,4,41,0,5,0,21,2,Assamese
3149,9,97,0,6,6,95,10,Urdu
3150,8,75,1,8,9,72,7,Urdu
3151,6,47,1,4,9,35,3,Bhili
3152,1,84,0,9,6,58,6,Hindi
3153,2,81,1,6,9,59,6,Kashmiri
3154,6,89,1,5,2,77,8,Assamese
3155,2,48,1,8,3,23,2,Malayalam
3156,5,40,1,5,3,26,2,Meitei
3157,5,52,1,9,3,39,4,Urdu
3158,6,89,1,8,8,79,8,Garo
3159,6,54,1,4,5,39,4,Urdu
3160,6,71,1,6,9,61,6,Dogri
3161,2,73,1,4,8,47,5,English
3162,3,82,1,8,3,63,6,Bhili
3163,6,70,1,7,6,61,6,Assamese
3164,8,53,1,6,9,51,5,Bhili
3165,1,93,1,5,8,68,7,Kannada
3166,1,86,0,8,9,66,7,Mizo
3167,2,53,0,4,2,29,3,Tamil
3168,6,87,1,9,2,78,8,Konkani
3169,9,94,1,7,5,94,10,Bengali
3170,4,68,1,9,7,56,6,Khasi
3171,3,86,0,8,0,68,7,Sindhi
3172,8,58,0,5,3,50,5,Bodo
3173,9,66,1,4,7,62,6,Santali
3174,5,48,1,6,5,31,3,Chhattisgarhi
3175,9,76,1,7,1,73,7,Garo
3176,2,76,1,8,7,57,6,English
3177,3,82,1,8,0,60,6,Assamese
3178,7,67,0,8,0,56,6,Hindi
3179,7,91,1,8,6,88,9,Sindhi
3180,6,96,0,4,9,84,9,Sanskrit
3181,6,63,1,6,2,48,5,Tamil
3182,2,67,1,5,7,41,4,Mizo
3183,6,75,0,7,8,65,7,Kannada
3184,4,91,0,8,7,74,8,Tulu
3185,3,57,1,9,0,38,4,Assamese
3186,2,64,0,8,0,40,4,Konkani
3187,1,74,1,6,5,49,5,Santali
3188,5,43,0,6,0,30,3,Assamese
3189,2,53,0,4,7,29,3,Bengali
3190,2,78,1,4,5,57,6,Malayalam
3191,7,65,1,9,4,58,6,Malayalam
3192,8,47,0,9,5,40,4,Sindhi
3193,8,63,1,4,3,60,6,Maithili
3194,4,55,0,7,0,41,4,Bodo
3195,1,59,0,9,6,34,3,Maithili
3196,7,54,1,4,9,46,4,Kashmiri
3197,1,46,0,8,8,24,2,Bengali
3198,4,97,1,4,3,79,8,Dogri
3199,8,56,1,7,3,52,5,Urdu
3200,2,61,0,4,8,36,3,Tulu
3201,6,61,1,4,3,52,5,Garo
3202,6,93,0,8,9,84,9,Sanskrit
3203,9,51,0,9,3,50,5,Nepali
3204,5,57,1,8,7,47,5,Garo
3205,4,95,1,8,3,81,8,Nepali
3206,5,85,0,4,8,70,7,Mizo
3207,5,86,1,8,7,77,8,Kashmiri
3208,8,54,0,6,4,49,5,Tulu
3209,8,76,0,5,8,70,7,Meitei
3210,2,55,0,5,7,28,2,Sindhi
3211,7,44,0,8,9,36,3,Punjabi
3212,8,41,0,9,3,34,3,Sindhi
3213,6,91,1,7,3,80,8,Bengali
3214,5,67,0,8,0,51,5,Mizo
3215,9,96,0,9,3,95,10,Tulu
3216,3,80,0,8,7,60,6,Dogri
3217,4,93,0,4,4,78,8,Kashmiri
3218,9,66,0,9,5,65,7,Mizo
3219,6,70,0,7,3,57,6,Meitei
3220,8,80,1,8,4,75,8,Nepali
3221,7,75,1,6,9,69,7,Garo
3222,2,86,0,9,7,62,6,Kashmiri
3223,3,82,0,5,8,63,6,Konkani
3224,1,40,0,9,2,11,1,Santhali
3225,9,89,1,6,9,91,9,Maithili
3226,7,68,0,6,3,58,6,Santhali
3227,1,40,0,6,0,15,1,Bhili
3228,3,47,0,7,4,24,2,Maithili
3229,4,96,0,7,3,80,8,Assamese
3230,4,55,0,9,5,36,3,Mizo
3231,5,97,0,7,5,83,9,Sanskrit
3232,3,67,1,5,9,49,5,Santhali
3233,3,61,0,4,5,41,4,Santhali
3234,1,57,0,9,2,33,3,Kashmiri
3235,7,61,0,8,6,52,5,Telugu
3236,1,80,0,8,2,52,5,Santali
3237,2,51,0,9,5,31,3,Bodo
3238,4,58,0,4,9,38,4,Kashmiri
3239,4,64,0,8,0,45,4,Khasi
3240,5,89,0,9,7,79,8,Malayalam
3241,2,98,0,9,6,78,8,English
3242,4,44,1,6,8,24,2,Manipuri
3243,1,98,1,5,2,72,7,Chhattisgarhi
3244,2,73,1,8,7,52,5,Meitei
3245,1,78,0,5,1,50,5,Telugu
3246,4,98,1,9,8,83,9,Tulu
3247,4,49,1,4,0,32,3,Hindi
3248,7,86,1,9,9,84,9,Chhattisgarhi
3249,9,96,1,8,6,95,10,Gujarati
3250,9,46,0,5,9,43,4,Hindi
3251,5,99,1,6,0,82,8,Khasi
3252,1,76,1,6,5,54,5,Malayalam
3253,1,86,0,9,0,59,6,Tulu
3254,6,91,1,4,3,78,8,Mizo
3255,2,99,0,7,6,79,8,Kannada
3256,8,91,1,8,1,87,9,Maithili
3257,9,54,1,9,2,53,5,Gujarati
3258,4,81,1,6,3,65,7,Tamil
3259,5,63,0,6,5,48,5,Konkani
3260,8,65,1,4,8,61,6,Santhali
3261,3,65,1,6,3,41,4,Marathi
3262,5,85,0,8,5,75,8,English
3263,3,65,1,4,6,44,4,Konkani
3264,3,97,1,5,3,79,8,Tulu
3265,3,49,1,4,5,29,3,Punjabi
3266,7,56,1,8,2,44,4,Urdu
3267,7,92,1,8,4,85,9,Gujarati
3268,7,53,0,5,9,40,4,Kannada
3269,8,41,0,9,3,36,3,Kannada
3270,5,87,0,4,6,72,7,Manipuri
3271,5,52,1,8,5,36,3,Marathi
3272,4,66,1,8,6,51,5,Sindhi
3273,7,48,1,5,5,38,4,Mizo
3274,4,46,1,7,1,28,2,Marathi
3275,2,87,1,4,6,59,6,Kannada
3276,4,49,0,8,7,30,3,Garo
3277,8,95,0,6,6,88,9,Bengali
3278,9,93,0,5,3,87,9,Hindi
3279,3,48,1,7,3,27,2,Maithili
3280,7,61,0,7,4,51,5,Sanskrit
3281,9,62,0,5,8,59,6,English
3282,4,46,0,7,4,23,2,Bodo
3283,3,87,0,8,1,71,7,Maithili
3284,5,48,1,7,4,33,3,Meitei
3285,1,66,1,4,2,38,4,Kannada
3286,3,63,0,6,9,45,4,Sindhi
3287,8,68,0,8,7,67,7,Konkani
3288,8,56,0,5,9,49,5,Meitei
3289,4,59,0,6,9,44,4,Telugu
3290,2,46,0,9,1,22,2,Marathi
3291,8,82,0,8,3,79,8,Santhali
3292,8,79,0,6,4,74,8,Bengali
3293,4,46,0,7,3,26,2,Bodo
3294,3,67,0,9,4,49,5,Gujarati
3295,2,58,1,5,9,33,3,Malayalam
3296,9,59,0,5,3,53,5,Sindhi
3297,1,83,1,4,2,53,5,Garo
3298,7,78,1,7,0,69,7,English
3299,5,79,0,4,3,65,7,English
3300,8,46,0,4,8,37,3,Garo
3301,4,45,1,7,0,28,2,Dogri
3302,7,64,1,8,6,56,6,English
3303,5,80,0,9,2,64,6,Mizo
3304,5,98,1,4,7,83,9,Bodo
3305,9,52,0,6,5,50,5,Odia
3306,9,78,0,9,0,77,8,Mizo
3307,9,79,1,8,9,79,8,Mizo
3308,6,61,0,7,4,49,5,Sindhi
3309,6,88,1,5,7,77,8,Bengali
3310,5,56,0,8,2,40,4,Dogri
3311,9,87,0,4,3,83,9,Malayalam
3312,8,61,1,6,6,53,5,Mizo
3313,7,47,0,7,6,42,4,Telugu
3314,6,88,0,5,8,76,8,Bodo
3315,5,84,1,9,8,75,8,Bhili
3316,3,63,1,5,2,45,4,Punjabi
3317,3,99,1,7,3,73,7,Maithili
3318,6,93,1,9,5,84,9,Punjabi
3319,4,99,0,8,4,84,9,Dogri
3320,6,81,1,4,5,71,7,Meitei
3321,3,41,0,7,7,23,2,Konkani
3322,4,41,1,6,1,24,2,Tulu
3323,9,66,0,8,5,64,6,Tulu
3324,5,53,0,9,8,38,4,Khasi
3325,7,87,1,5,4,74,8,Kashmiri
3326,2,78,1,8,0,58,6,Kannada
3327,5,92,1,8,7,78,8,Tulu
3328,9,92,0,6,3,88,9,Santali
3329,3,95,0,4,7,76,8,Maithili
3330,9,51,0,8,3,48,5,Mizo
3331,6,71,1,8,7,59,6,Odia
3332,4,67,1,4,8,46,4,Manipuri
3333,7,94,1,4,4,84,9,Chhattisgarhi
3334,8,67,1,5,4,61,6,Punjabi
3335,6,85,1,9,1,76,8,Marathi
3336,5,64,0,5,8,49,5,Nepali
3337,6,43,1,4,3,30,3,English
3338,5,65,0,7,2,47,5,Tamil
3339,8,75,1,4,1,70,7,Maithili
3340,1,89,1,5,2,69,7,Garo
3341,7,42,1,6,3,35,3,Assamese
3342,2,40,1,6,8,20,2,Telugu
3343,9,56,1,9,5,55,5,English
3344,1,46,0,8,9,19,1,Kashmiri
3345,6,87,1,6,4,74,8,Mizo
3346,9,44,0,5,8,42,4,Marathi
3347,1,58,0,6,7,34,3,Malayalam
3348,4,78,0,7,5,59,6,English
3349,4,85,0,4,2,67,7,Punjabi
3350,9,73,1,4,6,70,7,Bodo
3351,5,74,1,5,9,61,6,Santhali
3352,5,88,1,8,5,76,8,Garo
3353,6,55,1,4,7,44,4,Santhali
3354,1,79,1,6,5,50,5,English
3355,1,89,0,7,9,68,7,Santhali
3356,9,86,1,8,3,87,9,Nepali
3357,3,78,1,8,9,60,6,Manipuri
3358,1,80,1,4,6,55,5,Odia
3359,9,77,1,9,7,73,7,Nepali
3360,8,89,0,8,1,87,9,Odia
3361,2,89,1,5,5,66,7,Telugu
3362,8,64,0,6,2,56,6,Bodo
3363,7,65,0,9,7,59,6,English
3364,6,95,1,7,3,83,9,Meitei
3365,1,53,0,6,3,26,2,Khasi
3366,7,53,1,5,1,41,4,Santali
3367,7,53,1,5,5,45,4,Sanskrit
3368,9,64,1,9,5,63,6,English
3369,1,75,0,6,0,50,5,Mizo
3370,2,43,0,4,7,15,1,Khasi
3371,9,86,0,5,2,79,8,Tamil
3372,9,54,0,8,0,49,5,Bhili
3373,6,71,0,7,9,63,6,Mizo
3374,6,57,0,7,0,42,4,Bodo
3375,4,53,0,5,0,32,3,Chhattisgarhi
3376,4,97,0,8,4,84,9,Assamese
3377,5,40,0,6,4,26,2,Assamese
3378,3,81,0,7,0,62,6,Punjabi
3379,1,59,0,8,4,33,3,Nepali
3380,1,49,1,8,6,28,2,Maithili
3381,7,49,0,4,4,36,3,Bodo
3382,1,98,1,5,8,73,7,Garo
3383,1,63,1,8,3,37,3,Mizo
3384,3,73,1,6,8,53,5,Tulu
3385,4,67,1,7,7,48,5,Kannada
3386,4,66,0,4,0,48,5,Tulu
3387,2,79,1,6,3,54,5,Santali
3388,1,40,1,7,6,12,1,Kannada
3389,3,72,1,5,0,46,4,Kashmiri
3390,4,43,0,6,7,24,2,Sanskrit
3391,3,46,1,7,1,26,2,English
3392,8,48,1,4,7,42,4,Bodo
3393,1,55,0,7,3,28,2,Urdu
3394,2,44,0,8,7,20,2,Tulu
3395,7,73,0,4,0,61,6,Marathi
3396,4,99,0,6,4,80,8,Nepali
3397,8,62,0,9,8,62,6,Bengali
3398,3,82,0,5,6,59,6,Assamese
3399,6,89,0,4,2,74,8,Bodo
3400,9,64,0,4,3,59,6,Konkani
3401,1,96,0,4,9,68,7,Meitei
3402,1,90,1,7,6,66,7,English
3403,8,52,0,8,5,43,4,Santali
3404,3,63,1,9,3,44,4,Tulu
3405,5,50,1,5,2,34,3,Nepali
3406,1,91,0,5,1,62,6,Marathi
3407,5,90,0,8,9,77,8,Bodo
3408,6,56,0,7,8,44,4,Chhattisgarhi
3409,8,76,0,7,2,69,7,Telugu
3410,3,52,1,8,6,35,3,Urdu
3411,3,66,1,8,0,50,5,Garo
3412,9,59,0,6,7,50,5,Bodo
3413,4,72,1,7,0,54,5,Sindhi
3414,4,81,0,4,1,59,6,Sindhi
3415,7,71,1,5,0,60,6,Nepali
3416,2,47,1,7,3,25,2,Kashmiri
3417,8,95,0,8,1,94,10,Manipuri
3418,6,68,0,4,0,53,5,Kashmiri
3419,3,79,1,6,0,59,6,Mizo
3420,9,58,0,9,1,53,5,Konkani
3421,5,45,1,6,5,29,3,Tamil
3422,8,83,0,4,1,73,7,Dogri
3423,7,99,0,4,1,87,9,Garo
3424,8,78,0,8,7,72,7,Maithili
3425,7,87,0,9,4,82,8,Punjabi
3426,2,60,0,5,7,38,4,Manipuri
3427,7,96,0,9,1,89,9,Chhattisgarhi
3428,3,61,1,9,6,45,4,Konkani
3429,3,81,0,5,8,57,6,Tamil
3430,2,49,1,6,7,27,2,Gujarati
3431,4,49,0,4,8,31,3,Santhali
3432,8,91,1,6,7,86,9,English
3433,1,68,0,8,3,45,4,Chhattisgarhi
3434,1,55,0,7,9,30,3,Tamil
3435,5,40,1,8,6,28,2,Bengali
3436,5,56,0,7,8,43,4,Malayalam
3437,1,69,0,4,8,43,4,Khasi
3438,6,65,0,4,3,52,5,Bodo
3439,1,92,0,9,6,68,7,Punjabi
3440,5,85,0,4,5,73,7,Santhali
3441,9,58,1,5,2,56,6,Manipuri
3442,5,92,0,5,9,78,8,Nepali
3443,6,60,1,7,5,49,5,Garo
3444,8,56,1,6,7,52,5,Odia
3445,1,85,1,9,1,62,6,Odia
3446,2,79,1,6,2,59,6,English
3447,9,60,1,7,7,60,6,Meitei
3448,3,92,1,5,3,71,7,Nepali
3449,6,80,1,8,3,68,7,Malayalam
3450,5,79,1,9,1,68,7,Hindi
3451,2,84,0,7,9,63,6,Hindi
3452,7,88,1,6,0,77,8,Bodo
3453,4,58,0,7,6,43,4,Santali
3454,1,99,1,7,3,77,8,Malayalam
3455,4,46,1,4,5,28,2,Tamil
3456,6,56,0,5,7,47,5,Sanskrit
3457,7,40,1,9,6,34,3,Mizo
3458,7,76,0,4,6,64,6,Dogri
3459,7,96,1,5,5,88,9,Assamese
3460,3,45,0,7,3,21,2,Punjabi
3461,6,65,0,5,3,53,5,Telugu
3462,8,41,1,6,8,34,3,Bodo
3463,4,98,1,9,4,83,9,Garo
3464,8,71,1,4,8,67,7,Kannada
3465,2,96,1,9,8,75,8,Bodo
3466,9,87,0,7,3,88,9,Malayalam
3467,9,93,0,6,1,87,9,Manipuri
3468,8,44,0,5,1,32,3,Khasi
3469,1,76,0,5,8,50,5,Khasi
3470,2,70,0,6,8,50,5,English
3471,6,51,0,5,2,38,4,Sindhi
3472,5,74,0,4,4,57,6,Santali
3473,9,69,1,8,4,64,6,Marathi
3474,5,87,1,5,1,71,7,Santali
3475,2,45,1,7,1,19,1,Chhattisgarhi
3476,4,54,1,5,9,38,4,Khasi
3477,9,54,1,9,0,52,5,Assamese
3478,1,55,1,7,1,27,2,Tamil
3479,1,59,1,5,6,32,3,Bodo
3480,7,52,1,5,0,45,4,Kashmiri
3481,3,83,0,7,0,61,6,Marathi
3482,2,81,1,4,8,57,6,Telugu
3483,9,85,1,8,1,83,9,Manipuri
3484,3,70,1,8,3,48,5,English
3485,2,73,0,4,2,50,5,Kashmiri
3486,8,68,1,5,3,61,6,Santali
3487,6,42,0,8,6,29,3,Kashmiri
3488,6,48,0,4,9,37,3,Assamese
3489,7,50,1,4,1,39,4,Kashmiri
3490,7,50,0,8,1,39,4,Gujarati
3491,6,64,1,7,8,54,5,Hindi
3492,4,61,1,6,5,46,4,Bengali
3493,9,81,1,7,6,78,8,Santali
3494,6,97,0,5,4,83,9,Bodo
3495,4,85,1,7,4,64,6,Bengali
3496,3,48,1,9,3,26,2,Malayalam
3497,4,59,1,6,7,41,4,Meitei
3498,3,98,0,6,6,76,8,Garo
3499,2,60,0,4,9,35,3,Punjabi
3500,5,49,0,9,1,39,4,Khasi
3501,2,61,0,5,1,39,4,Sanskrit
3502,6,68,1,4,5,54,5,Urdu
3503,3,48,1,7,0,28,2,Nepali
3504,6,44,0,7,6,30,3,Urdu
3505,9,79,1,8,7,81,8,Bodo
3506,1,50,0,4,9,24,2,Santhali
3507,6,40,1,9,7,32,3,Santhali
3508,9,92,1,4,2,87,9,Santhali
3509,4,81,0,4,6,66,7,Khasi
3510,2,40,0,4,0,13,1,Gujarati
3511,4,97,1,6,2,76,8,Tamil
3512,1,93,0,8,5,68,7,Meitei
3513,3,78,1,5,8,57,6,Assamese
3514,9,99,1,5,4,98,10,Malayalam
3515,5,85,1,5,4,69,7,Gujarati
3516,6,44,1,6,8,34,3,Kannada
3517,3,88,0,8,8,68,7,Telugu
3518,5,61,1,9,5,47,5,Sindhi
3519,8,65,1,8,4,60,6,Sindhi
3520,6,92,1,6,9,83,9,Bengali
3521,4,45,0,9,1,25,2,Maithili
3522,2,71,1,4,7,50,5,Garo
3523,9,87,0,7,7,87,9,Tulu
3524,1,50,0,4,6,22,2,Bengali
3525,1,49,0,5,7,22,2,Bodo
3526,4,86,0,4,2,62,6,Sindhi
3527,7,78,0,6,2,72,7,Konkani
3528,1,94,0,5,1,66,7,Marathi
3529,9,73,0,7,0,71,7,Telugu
3530,4,70,1,9,2,53,5,Konkani
3531,3,51,1,9,2,32,3,Bodo
3532,1,90,0,5,6,65,7,Nepali
3533,4,83,0,4,9,65,7,Konkani
3534,9,55,0,8,8,50,5,Manipuri
3535,6,77,1,8,0,66,7,Nepali
3536,6,42,0,9,7,29,3,Santhali
3537,1,41,1,8,0,13,1,Assamese
3538,2,91,1,5,2,66,7,Chhattisgarhi
3539,6,44,0,8,3,32,3,Sanskrit
3540,2,50,1,6,7,26,2,Garo
3541,3,97,0,9,0,75,8,English
3542,4,64,0,7,1,46,4,Punjabi
3543,5,74,0,8,4,62,6,Garo
3544,9,74,1,6,5,69,7,Urdu
3545,4,61,0,6,4,43,4,Garo
3546,9,76,1,5,2,74,8,Sanskrit
3547,3,61,0,9,9,43,4,Nepali
3548,8,94,0,5,6,86,9,Bhili
3549,1,50,0,7,0,24,2,Bodo
3550,9,71,0,7,1,67,7,Urdu
3551,9,74,0,4,8,71,7,Nepali
3552,2,70,1,7,3,48,5,Bodo
3553,4,84,0,9,7,64,6,Khasi
3554,8,92,0,9,8,88,9,Bodo
3555,7,47,0,5,6,39,4,Marathi
3556,1,59,1,6,0,35,3,Dogri
3557,5,81,0,4,4,67,7,Punjabi
3558,7,73,0,7,5,65,7,Dogri
3559,4,43,0,6,7,27,2,Mizo
3560,1,57,0,5,9,32,3,Khasi
3561,9,90,1,8,7,89,9,Maithili
3562,5,43,0,4,8,30,3,Marathi
3563,2,59,1,9,8,37,3,Bengali
3564,8,97,1,6,3,91,9,Bodo
3565,2,48,1,5,5,26,2,Bodo
3566,3,55,1,5,2,32,3,Urdu
3567,1,65,0,4,0,34,3,Urdu
3568,2,77,0,4,5,51,5,Manipuri
3569,7,64,1,7,0,56,6,Bodo
3570,2,43,1,7,8,26,2,Bodo
3571,6,80,1,9,5,73,7,Konkani
3572,3,98,0,9,0,80,8,Bhili
3573,4,84,1,4,2,69,7,Santali
3574,8,80,1,4,0,73,7,Hindi
3575,3,77,1,6,1,55,5,Nepali
3576,6,92,1,7,5,82,8,Chhattisgarhi
3577,1,58,1,5,6,32,3,Kannada
3578,7,53,0,7,0,41,4,Garo
3579,8,60,1,7,9,55,5,Chhattisgarhi
3580,8,54,0,4,4,43,4,Khasi
3581,3,42,0,4,5,20,2,Bodo
3582,1,76,0,7,3,50,5,Santhali
3583,9,92,0,8,5,90,9,Nepali
3584,6,89,0,8,4,82,8,Maithili
3585,9,85,1,9,6,85,9,Bodo
3586,7,55,0,7,3,49,5,English
3587,1,53,0,8,0,24,2,English
3588,1,48,1,9,1,25,2,Meitei
3589,6,86,0,9,5,76,8,Nepali
3590,5,46,1,7,9,33,3,Maithili
3591,9,53,1,9,1,48,5,Dogri
3592,2,45,1,4,4,21,2,Garo
3593,8,60,1,4,3,58,6,Nepali
3594,5,54,1,4,6,40,4,Hindi
3595,2,91,0,5,3,67,7,Urdu
3596,6,47,1,4,6,35,3,Santali
3597,8,73,1,4,7,68,7,Gujarati
3598,4,79,0,7,6,66,7,English
3599,2,40,0,8,1,16,1,Dogri
3600,5,71,0,8,0,57,6,Maithili
3601,2,97,0,4,4,73,7,Bodo
3602,2,88,1,4,6,64,6,Tamil
3603,6,90,0,4,0,77,8,Punjabi
3604,9,44,1,9,7,46,4,Hindi
3605,4,69,0,7,2,50,5,Hindi
3606,6,61,0,7,6,50,5,Santhali
3607,7,59,0,7,2,51,5,Garo
3608,6,55,0,8,3,43,4,Bodo
3609,8,46,0,5,7,40,4,Telugu
3610,4,46,1,8,1,30,3,Konkani
3611,1,89,1,7,5,63,6,Bengali
3612,7,89,1,6,9,82,8,Malayalam
3613,3,41,0,5,8,20,2,Dogri
3614,6,86,1,4,9,73,7,Urdu
3615,2,53,0,9,8,32,3,Marathi
3616,9,70,0,8,4,67,7,Sanskrit
3617,1,89,1,9,2,69,7,Khasi
3618,6,80,1,5,5,67,7,Gujarati
3619,6,53,0,6,8,44,4,Bodo
3620,5,44,0,5,5,29,3,Khasi
3621,5,50,1,8,3,38,4,Bengali
3622,1,79,0,7,4,52,5,Marathi
3623,5,44,1,4,6,25,2,Manipuri
3624,2,68,1,7,9,46,4,Santhali
3625,7,50,0,7,2,42,4,Kashmiri
3626,3,44,0,8,8,24,2,Hindi
3627,4,88,0,7,0,70,7,Dogri
3628,3,93,0,7,7,78,8,Marathi
3629,3,71,1,8,4,51,5,Khasi
3630,4,75,0,8,9,61,6,Assamese
3631,5,54,1,6,8,38,4,Kannada
3632,1,58,1,7,1,34,3,Bengali
3633,4,61,0,5,0,42,4,Konkani
3634,8,73,1,4,9,68,7,Santhali
3635,7,95,0,9,6,87,9,Assamese
3636,9,56,0,4,9,53,5,Garo
3637,5,51,1,8,8,39,4,Sindhi
3638,4,64,1,9,4,45,4,Assamese
3639,8,95,1,8,3,89,9,Santhali
3640,9,56,0,6,3,53,5,Assamese
3641,7,49,0,7,7,39,4,Sanskrit
3642,7,67,1,8,0,59,6,Gujarati
3643,5,96,0,8,0,81,8,Bhili
3644,4,57,0,4,7,40,4,Gujarati
3645,1,90,1,7,1,64,6,Kannada
3646,7,57,0,6,9,53,5,Assamese
3647,1,84,1,8,5,56,6,Nepali
3648,1,71,1,8,1,44,4,Tulu
3649,5,53,1,8,4,41,4,Chhattisgarhi
3650,9,95,0,4,2,91,9,Malayalam
3651,6,55,1,8,6,46,4,Hindi
3652,3,89,1,8,8,65,7,Kashmiri
3653,3,97,1,4,1,76,8,Sindhi
3654,7,57,1,8,6,50,5,Maithili
3655,6,55,0,7,7,45,4,Urdu
3656,6,46,0,4,7,33,3,Odia
3657,5,51,1,7,6,37,3,Garo
3658,7,73,0,9,3,63,6,Dogri
3659,1,49,0,9,3,24,2,Santhali
3660,7,44,0,9,9,37,3,Dogri
3661,3,60,0,6,8,39,4,Bodo
3662,9,42,1,8,9,41,4,Gujarati
3663,6,58,1,6,8,46,4,Malayalam
3664,9,84,0,7,4,78,8,Dogri
3665,5,83,0,4,6,69,7,Konkani
3666,7,74,0,9,6,71,7,Maithili
3667,4,45,1,4,8,28,2,Marathi
3668,7,53,0,6,6,45,4,Malayalam
3669,1,43,0,7,7,20,2,Garo
3670,7,84,1,8,6,81,8,Garo
3671,8,90,1,7,3,85,9,Maithili
3672,5,57,1,9,1,42,4,Manipuri
3673,2,68,1,7,2,46,4,English
3674,5,74,1,4,6,60,6,Nepali
3675,6,91,1,5,8,82,8,Chhattisgarhi
3676,2,77,0,9,1,55,5,Urdu
3677,6,55,0,8,6,44,4,Sindhi
3678,6,59,1,9,3,47,5,Punjabi
3679,1,63,0,9,6,41,4,Mizo
3680,1,74,1,8,4,48,5,Meitei
3681,3,83,0,9,6,62,6,Hindi
3682,3,90,1,4,5,64,6,Gujarati
3683,4,58,1,7,1,40,4,Hindi
3684,2,95,0,4,6,70,7,Urdu
3685,9,43,0,7,4,39,4,Gujarati
3686,7,72,1,5,8,63,6,Hindi
3687,7,41,1,9,0,32,3,Chhattisgarhi
3688,6,52,1,5,0,37,3,Marathi
3689,3,97,1,6,1,75,8,Tamil
3690,6,84,1,7,7,72,7,Santali
3691,8,69,1,4,8,63,6,Santali
3692,8,73,0,4,6,64,6,Hindi
3693,9,69,0,9,0,69,7,Bodo
3694,1,90,0,4,6,63,6,Mizo
3695,1,93,0,6,7,65,7,Bodo
3696,3,63,0,8,6,44,4,Nepali
3697,3,87,1,4,4,65,7,Gujarati
3698,8,83,1,9,6,81,8,Sanskrit
3699,1,72,0,5,9,45,4,Dogri
3700,2,80,1,4,1,59,6,Sanskrit
3701,2,88,0,4,8,67,7,Chhattisgarhi
3702,3,49,0,4,1,34,3,Mizo
3703,6,57,1,9,1,46,4,Santhali
3704,1,58,1,8,4,35,3,Bodo
3705,2,46,0,4,7,22,2,Bodo
